SUID,cooc_method,interaction,interactionType,Label,method_number,method_scores,methodname_interactiontype,methodname_pval,methodname_score,name,nulldistribmean,nulldistribmedian,nulldistribsd,oriScore,pval,pval-simes-merge,qval,randdistribMean,randdistribMedian,randdistribNumNonNaNScores,randdistribSD,selected,shared interaction,shared name,weight
8615,correl_pearson|dist_kullbackleibler|correl_spearman|dist_bray,,copresence,DW01233->DW01234,4,0.9559424604004494|0.08134363999460242|0.9685986126378835|0.10296343639674144,correl_pearson=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence|dist_bray=copresence,correl_pearson=0.0|dist_kullbackleibler=0.0|correl_spearman=0.0|dist_bray=4.950950422966116E-7,correl_pearson=0.9559424604004494|dist_kullbackleibler=0.08134363999460242|correl_spearman=0.9685986126378835|dist_bray=0.10296343639674144,DW01233->DW01234,0.002289639,-3.48E-04,0.075783275,0.95594246,0,0,0,0.9564186099896871|0.08110647849352598|0.96686617001139|0.1029529093501177,0.957065084848124|0.08027018269665069|0.9674028371487775|0.1027958041421182,1000.0|1000.0|1000.0|1000.0,0.007715347568687441|0.012673293003957281|0.007150285664785445|0.012413537398004122,FALSE,,DW01233->DW01234,0
8644,correl_pearson|dist_bray|dist_kullbackleibler|correl_spearman,,copresence,DW01243->DW01104,4,0.9640123715608888|0.0742966927982841|0.07675363343075385|0.9715050483528923,correl_pearson=copresence|dist_bray=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence,correl_pearson=7.113198918773378E-13|dist_bray=5.6481500143590324E-8|dist_kullbackleibler=0.0|correl_spearman=0.0,correl_pearson=0.9640123715608888|dist_bray=0.0742966927982841|dist_kullbackleibler=0.07675363343075385|correl_spearman=0.9715050483528923,DW01243->DW01104,1.99E-04,-0.005920265,0.074984404,0.964012372,0,0,0,0.9640099047127348|0.07552989761963573|0.07616649346810954|0.969948708276095,0.9661561134240266|0.07441860736077982|0.0736203401882954|0.9707163036342475,1000.0|1000.0|1000.0|1000.0,0.018522177952126483|0.011176759568168387|0.022269707224039405|0.007264810930966988,FALSE,,DW01243->DW01104,0
7924,correl_pearson|dist_kullbackleibler|dist_bray,,copresence,DW00274->DW00257,3,0.9630058071287997|0.22189264050038462|0.13991745488442275,correl_pearson=copresence|dist_kullbackleibler=copresence|dist_bray=copresence,correl_pearson=2.5055735974888194E-7|dist_kullbackleibler=0.0|dist_bray=2.9436723552822563E-5,correl_pearson=0.9630058071287997|dist_kullbackleibler=0.22189264050038462|dist_bray=0.13991745488442275,DW00274->DW00257,-0.002501024,-0.018340535,0.076003013,0.963005807,0,0,0,0.9530953836466831|0.22864345364787045|0.14031872110438925,0.9653152047350002|0.22046717097206442|0.13977668060104598,1000.0|1000.0|1000.0,0.036151292518229336|0.07053098828344205|0.016731593431187818,FALSE,,DW00274->DW00257,0
7951,correl_pearson|dist_kullbackleibler|dist_bray,,copresence,DW01104->DW01139,3,0.9487760852226236|0.16713570301583733|0.09799496165988109,correl_pearson=copresence|dist_kullbackleibler=copresence|dist_bray=copresence,correl_pearson=4.41302439035951E-10|dist_kullbackleibler=0.0|dist_bray=2.3870731468145223E-6,correl_pearson=0.9487760852226236|dist_kullbackleibler=0.16713570301583733|dist_bray=0.09799496165988109,DW01104->DW01139,2.17E-04,-0.00196878,0.073629425,0.948776085,0,0,0,0.9468122912545467|0.16604583097793169|0.0992650754806698,0.9512636300466931|0.1611135293154051|0.09807995310610701,1000.0|1000.0|1000.0,0.0238509546267637|0.04796981448260528|0.013915703163731261,FALSE,,DW01104->DW01139,0
7970,correl_spearman|dist_kullbackleibler|dist_bray,,copresence,DW01293->DW01297,3,0.958970471172435|0.24849703173333035|0.1400920986686599,correl_spearman=copresence|dist_kullbackleibler=copresence|dist_bray=copresence,correl_spearman=0.0|dist_kullbackleibler=0.0|dist_bray=0.003029758941988314,correl_spearman=0.958970471172435|dist_kullbackleibler=0.24849703173333035|dist_bray=0.1400920986686599,DW01293->DW01297,-0.003663555,-0.00456863,0.070536151,0.958970471,0,0,0,0.956431479564204|0.24728870490549024|0.14914442506194292,0.9574220660176194|0.2376890729511384|0.1442574610835594,1000.0|1000.0|1000.0,0.00967113376891503|0.12122571342862451|0.04576862985685934,FALSE,,DW01293->DW01297,0
7974,dist_kullbackleibler|dist_bray|correl_pearson,,copresence,DW01155->DW01228,3,0.19153900675597962|0.10953268769676117|0.9311033621660343,dist_kullbackleibler=copresence|dist_bray=copresence|correl_pearson=copresence,dist_kullbackleibler=0.0|dist_bray=7.65778257205696E-6|correl_pearson=3.160055550566199E-11,dist_kullbackleibler=0.19153900675597962|dist_bray=0.10953268769676117|correl_pearson=0.9311033621660343,DW01155->DW01228,4.549452938,4.54050813,0.417654131,0.191539007,0,0,0,0.1934900186598827|0.11035536486638788|0.9306813600270059,0.1887253937076493|0.1095816566991566|0.9327202215243494,1000.0|1000.0|1000.0,0.052402814407236036|0.014778001208214812|0.020378928090338238,FALSE,,DW01155->DW01228,0
7976,dist_kullbackleibler|dist_bray|correl_pearson,,copresence,DW01132->DW01178,3,0.19381177881463432|0.12362175732174285|0.9264549979526047,dist_kullbackleibler=copresence|dist_bray=copresence|correl_pearson=copresence,dist_kullbackleibler=0.0|dist_bray=2.628792368231103E-6|correl_pearson=7.000511281773925E-13,dist_kullbackleibler=0.19381177881463432|dist_bray=0.12362175732174285|correl_pearson=0.9264549979526047,DW01132->DW01178,5.282108231,5.25089786,0.521331398,0.193811779,0,0,0,0.19268604031246628|0.12252609167416771|0.9320248518131969,0.18828042967305417|0.12265751956218279|0.9328467944397295,1000.0|1000.0|1000.0,0.05208243066540555|0.013160605336533931|0.017381949320810632,FALSE,,DW01132->DW01178,0
7986,dist_kullbackleibler|dist_bray|correl_pearson,,copresence,DW01231->DW01138,3,0.16642913449123706|0.1254695983267039|0.9276315357074975,dist_kullbackleibler=copresence|dist_bray=copresence|correl_pearson=copresence,dist_kullbackleibler=0.0|dist_bray=2.579136086178213E-5|correl_pearson=3.164135620181696E-15,dist_kullbackleibler=0.16642913449123706|dist_bray=0.1254695983267039|correl_pearson=0.9276315357074975,DW01231->DW01138,4.314932674,4.302138145,0.388618427,0.166429134,0,0,0,0.16972946713999487|0.12582366506513107|0.9275167540198177,0.16455877308103903|0.1253900321091445|0.9276697747520426,1000.0|1000.0|1000.0,0.03933286247851714|0.015103598229762224|0.014300951530542706,FALSE,,DW01231->DW01138,0
7990,correl_pearson|dist_kullbackleibler|dist_bray,,copresence,DW01132->DW01176,3,0.9186136473137915|0.21369711534600191|0.14943137901325942,correl_pearson=copresence|dist_kullbackleibler=copresence|dist_bray=copresence,correl_pearson=3.4354700795269366E-7|dist_kullbackleibler=0.0|dist_bray=7.541205007477458E-5,correl_pearson=0.9186136473137915|dist_kullbackleibler=0.21369711534600191|dist_bray=0.14943137901325942,DW01132->DW01176,-0.003076726,-0.00781126,0.068687362,0.918613647,0,0,0,0.9126643786159296|0.21260421847426433|0.14878678528125094,0.9176473901137758|0.2088807165762877|0.14770656633996693,1000.0|1000.0|1000.0,0.03401817642484882|0.04449216984108949|0.01615596489675971,FALSE,,DW01132->DW01176,0
8021,dist_kullbackleibler|dist_bray|correl_pearson,,copresence,DW01132->DW01202,3,0.14925384648920575|0.13411785862597203|0.9167838414035864,dist_kullbackleibler=copresence|dist_bray=copresence|correl_pearson=copresence,dist_kullbackleibler=0.0|dist_bray=1.1146587037380584E-5|correl_pearson=5.032918526381991E-12,dist_kullbackleibler=0.14925384648920575|dist_bray=0.13411785862597203|correl_pearson=0.9167838414035864,DW01132->DW01202,4.625311421,4.625557665,0.426235399,0.149253846,0,0,0,0.14808990975742847|0.1337261425361371|0.9247230056651057,0.14673410429728556|0.13332560698308665|0.9204920058472705,1000.0|1000.0|1000.0,0.025652109264789728|0.014046672615862997|0.018502421384522273,FALSE,,DW01132->DW01202,0
8030,correl_pearson|dist_kullbackleibler|dist_bray,,copresence,DW01155->DW01178,3,0.9169629888453729|0.1837618609889509|0.11519183830340451,correl_pearson=copresence|dist_kullbackleibler=copresence|dist_bray=copresence,correl_pearson=4.386604957051787E-8|dist_kullbackleibler=0.0|dist_bray=2.774234667969333E-4,correl_pearson=0.9169629888453729|dist_kullbackleibler=0.1837618609889509|dist_bray=0.11519183830340451,DW01155->DW01178,0.003591831,0.00234808,0.076375132,0.916962989,0,0,0,0.916303712445229|0.18588924331325024|0.11660410362254321,0.9201632450255812|0.18195715235609342|0.11523022943942723,1000.0|1000.0|1000.0,0.029099501676103933|0.057033153958397496|0.02238785848383639,FALSE,,DW01155->DW01178,0
8066,dist_kullbackleibler|correl_pearson|dist_bray,,copresence,DW01138->DW01219,3,0.15936328502003452|0.9195543339713982|0.13792912920991418,dist_kullbackleibler=copresence|correl_pearson=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|correl_pearson=2.4313884239290928E-14|dist_bray=5.890819165577099E-6,dist_kullbackleibler=0.15936328502003452|correl_pearson=0.9195543339713982|dist_bray=0.13792912920991418,DW01138->DW01219,4.331931304,4.319434855,0.402802541,0.159363285,0,0,0,0.1588767359672438|0.9195941502054633|0.13774897924102986,0.15818348284851105|0.9203185643759794|0.1376383771941671,1000.0|1000.0|1000.0,0.02362977961420907|0.01486590915454081|0.01199254905290174,FALSE,,DW01138->DW01219,0
8070,correl_spearman|dist_bray|dist_kullbackleibler,,mutualExclusion,DW00796->DW00428,3,-0.4959724801940792|0.9814308388376355|14.442103169252754,correl_spearman=mutualExclusion|dist_bray=mutualExclusion|dist_kullbackleibler=mutualExclusion,correl_spearman=0.04047853090301312|dist_bray=0.12069518424349801|dist_kullbackleibler=2.0831782765462492E-7,correl_spearman=-0.4959724801940792|dist_bray=0.9814308388376355|dist_kullbackleibler=14.442103169252754,DW00796->DW00428,-0.031031638,-0.032504455,0.074941675,-0.49597248,2.08E-07,2.08E-07,7.19E-07,-0.4960348122712016|0.9800157209937982|14.28404869775193,-0.4970602924076578|0.981101874871076|14.348527160668517,1000.0|1000.0|1000.0,0.07099723720046844|0.005402945418380329|0.852225535030201,FALSE,,DW00796->DW00428,7.19E-07
8118,dist_kullbackleibler|correl_pearson|correl_spearman,,copresence,DW00423->DW00427,3,0.1777406614116704|0.9420077227862983|0.962694742428263,dist_kullbackleibler=copresence|correl_pearson=copresence|correl_spearman=copresence,dist_kullbackleibler=0.0|correl_pearson=1.5820122989396168E-12|correl_spearman=0.0,dist_kullbackleibler=0.1777406614116704|correl_pearson=0.9420077227862983|correl_spearman=0.962694742428263,DW00423->DW00427,8.647781923,8.67596458,0.873880239,0.177740661,0,0,0,0.1738459858906199|0.9484565719317763|0.9611966380591986,0.16802174746778437|0.948983382103372|0.9620895668606562,1000.0|1000.0|1000.0,0.044499806780812244|0.018709078807502895|0.008647753132350501,FALSE,,DW00423->DW00427,0
8177,dist_bray|correl_pearson|dist_kullbackleibler,,copresence,DW01155->DW01139,3,0.12349534254371342|0.9368811528087774|0.1896696372701458,dist_bray=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence,dist_bray=1.9014157039975998E-6|correl_pearson=0.0|dist_kullbackleibler=0.0,dist_bray=0.12349534254371342|correl_pearson=0.9368811528087774|dist_kullbackleibler=0.1896696372701458,DW01155->DW01139,0.641387112,0.642041405,0.031376364,0.123495343,0,0,0,0.12357780316797617|0.9378299589677799|0.19150808932004904,0.12314261507204766|0.9375825953644906|0.1868543218010029,1000.0|1000.0|1000.0,0.012551710239829159|0.011484563907988863|0.048749981086778034,FALSE,,DW01155->DW01139,0
8183,correl_spearman|dist_kullbackleibler|dist_bray,,copresence,DW01178->DW01145,3,0.963488392119159|0.14741329709263942|0.12263090379474362,correl_spearman=copresence|dist_kullbackleibler=copresence|dist_bray=copresence,correl_spearman=0.0|dist_kullbackleibler=0.0|dist_bray=2.789808589478415E-4,correl_spearman=0.963488392119159|dist_kullbackleibler=0.14741329709263942|dist_bray=0.12263090379474362,DW01178->DW01145,9.96E-04,-0.00130881,0.072779083,0.963488392,0,0,0,0.9617834000429248|0.14502187036964764|0.1216445882263914,0.9623550610855871|0.14146889108108998|0.12014604955805919,1000.0|1000.0|1000.0,0.007472904460530243|0.03628676420844331|0.0215395042868376,FALSE,,DW01178->DW01145,0
8203,dist_kullbackleibler|correl_pearson|dist_bray,,copresence,DW01223->DW01225,3,0.2003662193345643|0.9371827743459729|0.1357092248940952,dist_kullbackleibler=copresence|correl_pearson=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|correl_pearson=1.176836406102666E-14|dist_bray=4.0739759393559893E-5,dist_kullbackleibler=0.2003662193345643|correl_pearson=0.9371827743459729|dist_bray=0.1357092248940952,DW01223->DW01225,5.914993991,5.915440045,0.620116371,0.200366219,0,0,0,0.2046547582122593|0.9425080615841488|0.13386629147528373,0.1924837847329454|0.9422147427068458|0.13481145406775424,1000.0|1000.0|1000.0,0.0871719216226322|0.015227066172898483|0.024895227360461677,FALSE,,DW01223->DW01225,0
8228,correl_pearson|dist_kullbackleibler|dist_bray,,copresence,DW01132->DW01104,3,0.9444790896323058|0.1884351743276561|0.13361907799156914,correl_pearson=copresence|dist_kullbackleibler=copresence|dist_bray=copresence,correl_pearson=0.0|dist_kullbackleibler=0.0|dist_bray=1.48367056751475E-7,correl_pearson=0.9444790896323058|dist_kullbackleibler=0.1884351743276561|dist_bray=0.13361907799156914,DW01132->DW01104,-0.004347899,-0.01242155,0.072929377,0.94447909,0,0,0,0.9461461373642112|0.18774040089364377|0.13307395930286972,0.9464743006524221|0.18423116843908993|0.13276798591574307,1000.0|1000.0|1000.0,0.008088978901033151|0.035933724930480665|0.009640002838635864,FALSE,,DW01132->DW01104,0
8229,correl_pearson|dist_bray|dist_kullbackleibler,,copresence,DW01132->DW01103,3,0.9508564123599283|0.09025671261730406|0.11255801145010522,correl_pearson=copresence|dist_bray=copresence|dist_kullbackleibler=copresence,correl_pearson=1.766142787573699E-10|dist_bray=1.4888822641445643E-7|dist_kullbackleibler=0.0,correl_pearson=0.9508564123599283|dist_bray=0.09025671261730406|dist_kullbackleibler=0.11255801145010522,DW01132->DW01103,-0.002031916,-0.002647715,0.072717632,0.950856412,0,0,0,0.9546952259311918|0.08976844758480867|0.11178803144420192,0.9542958687449005|0.08850615848944882|0.10986950607649816,1000.0|1000.0|1000.0,0.023257822470259742|0.011860174814546254|0.030086385168350445,FALSE,,DW01132->DW01103,0
8234,dist_bray|dist_kullbackleibler|correl_spearman,,copresence,DW01166->DW01178,3,0.11836110815538625|0.14192159331454926|0.9663865376655322,dist_bray=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence,dist_bray=3.136865696307112E-5|dist_kullbackleibler=0.0|correl_spearman=0.0,dist_bray=0.11836110815538625|dist_kullbackleibler=0.14192159331454926|correl_spearman=0.9663865376655322,DW01166->DW01178,0.62641981,0.62612164,0.03090263,0.118361108,0,0,0,0.11932890425834158|0.14188313956132095|0.964592254053583,0.11827443679498889|0.14015414535720597|0.9652594446284704,1000.0|1000.0|1000.0,0.016053088699950445|0.03055748939318827|0.007165387674074832,FALSE,,DW01166->DW01178,0
8265,correl_pearson|dist_kullbackleibler|correl_spearman,,copresence,DW00394->DW00388,3,0.9701719636787375|0.21947856124335383|0.9761967948444289,correl_pearson=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence,correl_pearson=1.0130717994011329E-4|dist_kullbackleibler=0.0|correl_spearman=0.0,correl_pearson=0.9701719636787375|dist_kullbackleibler=0.21947856124335383|correl_spearman=0.9761967948444289,DW00394->DW00388,-0.003540806,-0.019296545,0.061851777,0.970171964,0,0,0,0.9506635096926617|0.23079583243175053|0.9746750230507434,0.9732933663659489|0.21393401783659668|0.9752504114223651,1000.0|1000.0|1000.0,0.0659467556977576|0.09765950185599231|0.006162574337375253,FALSE,,DW00394->DW00388,0
8273,dist_bray|correl_spearman|dist_kullbackleibler,,mutualExclusion,DW00796->DW00329,3,0.9745019719666894|-0.4153765967931467|14.266249720458685,dist_bray=mutualExclusion|correl_spearman=mutualExclusion|dist_kullbackleibler=mutualExclusion,dist_bray=0.2822463227098534|correl_spearman=0.07720903630761744|dist_kullbackleibler=2.0749887611914986E-5,dist_bray=0.9745019719666894|correl_spearman=-0.4153765967931467|dist_kullbackleibler=14.266249720458685,DW00796->DW00329,0.908297661,0.915433315,0.029108205,0.974501972,2.07E-05,2.07E-05,6.80E-05,0.9708512965853274|-0.4152309323877086|13.983006219041147,0.9736736980359391|-0.41487251895980076|14.138777468930716,1000.0|1000.0|1000.0,0.011786552739042333|0.07211675136796056|1.0482945369108363,FALSE,,DW00796->DW00329,6.80E-05
8276,dist_bray|correl_pearson|dist_kullbackleibler,,copresence,DW01232->DW01228,3,0.11134539544927491|0.9294772565496271|0.21932257425473342,dist_bray=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence,dist_bray=1.540973266389578E-5|correl_pearson=5.159445093383397E-11|dist_kullbackleibler=0.0,dist_bray=0.11134539544927491|correl_pearson=0.9294772565496271|dist_kullbackleibler=0.21932257425473342,DW01232->DW01228,0.62165214,0.620218805,0.030795445,0.111345395,0,0,0,0.1132532382475866|0.9291999268297165|0.22123249175070245,0.11214080075399147|0.9305253195429533|0.21712241944454777,1000.0|1000.0|1000.0,0.014883134953979166|0.020773788856193704|0.055667722948543434,FALSE,,DW01232->DW01228,0
8284,dist_bray|correl_pearson|dist_kullbackleibler,,copresence,DW01202->DW01104,3,0.09996493157745301|0.9538661303024544|0.1730397228680165,dist_bray=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence,dist_bray=4.009387237768891E-7|correl_pearson=0.0|dist_kullbackleibler=0.0,dist_bray=0.09996493157745301|correl_pearson=0.9538661303024544|dist_kullbackleibler=0.1730397228680165,DW01202->DW01104,0.62550278,0.627257375,0.030590554,0.099964932,0,0,0,0.10008136858175368|0.954011054073447|0.17228904735033895,0.09915746065081016|0.9546480855741313|0.16438678629309883,1000.0|1000.0|1000.0,0.011335927703562725|0.010705385953842537|0.05592345839670039,FALSE,,DW01202->DW01104,0
